state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
19,57,0,0,0,0,221.2227159033422,113,37.60486170356817,277.3082426060672,121,23.574369942539878,289.64646535403534,89,13.029986023321309,6.987119317223698,5,1.8895222156503986,0
24,30,1,0,0,0,269.8480549020067,102,45.87548993855039,227.45111682766185,87,19.335264779048945,232.70306192565516,75,10.467557635352168,11.193894088380423,3,3.0197712525604,1
38,102,1,0,1,35,218.36459106304977,103,37.12248358519996,224.9546745701007,107,19.12111939812506,202.92238796250123,100,9.131491935905055,11.26210747784981,5,3.0382597055749487,1
43,66,1,0,0,0,142.59499878323106,98,24.239731198811878,186.6285524217918,98,15.859466832538997,198.87107277121464,102,8.95019827470466,9.183718867481282,2,2.478437978316348,3
47,124,0,0,0,0,273.71739338714747,106,46.5341671996352,241.78106764582216,86,20.55521962132743,255.41567810107014,96,11.495258095503189,11.105354280942588,1,2.9969982368095307,2
15,185,1,0,0,0,101.79819841568815,92,17.30956322940287,141.49073925500392,102,12.026039089835626,211.79651643352338,110,9.526995745829138,11.082701769764059,4,2.98959048036453,2
5,75,1,0,0,0,159.65137873670196,109,27.13873438523933,179.53037400971766,88,15.258691600647845,175.85326782508182,76,7.915700792225858,14.035977808885681,3,3.7890177484963106,1
39,148,0,0,0,0,276.0211261382598,99,46.925380182121565,205.6422080929639,115,17.480982057210632,222.7943693087011,90,10.026929726817654,7.3115495446960885,3,1.9734648634088265,1
35,78,1,0,0,0,333.24741176616106,69,56.65606000024738,216.65490380975498,111,18.419761245974332,268.78314809759627,102,12.095031903145857,11.14753010403734,6,3.0080359170175033,0
7,78,0,0,0,0,253.04879102402958,73,43.02329447408503,211.6050420668058,86,17.987773970964167,307.38360494067143,103,13.831951640961183,6.827851133313457,1,1.8431744107089618,4
43,69,1,0,0,22,189.4619188556178,104,32.20928782834267,155.82066839604533,68,13.24370884227341,212.95568504296497,113,9.582660624072467,12.035904550840105,4,3.2460038230049175,1
27,124,0,0,1,38,257.9447128240117,66,43.84992009041102,228.48477638911413,111,19.42404653791018,195.11730760515175,61,8.777459931902788,7.86810896709598,4,2.1270272417739946,1
42,162,1,0,0,0,159.79503626960073,103,27.163156165832127,207.25600621293955,119,17.615565491830264,145.31486838845674,87,6.536949222558956,11.917373056397391,6,3.216665906575299,4
21,119,1,1,1,22,172.15239129559487,117,29.26890652025113,222.56789147678123,131,18.921982623400634,148.54352198246286,93,6.684510880506424,13.936673906916402,19,3.7599543461630236,0
8,138,0,0,0,0,265.40141181988196,93,45.116761134675635,215.93708778584673,97,18.351690023656282,207.68262568997483,76,9.348920031541708,10.174649645155801,3,2.744836154389202,0
43,81,1,0,0,0,162.36388931608374,122,27.600854313915303,138.8177617437502,120,11.79869473440259,174.11786152922772,75,7.837468145542269,9.729440435937551,10,2.6256132944301602,1
5,70,2,0,0,0,195.69532578809174,100,33.26897496165239,191.15030769672,106,16.249699346780133,253.63990698663397,80,11.416219758590511,18.654667168408103,4,5.0332977875576725,2
18,159,1,0,0,0,225.799490271809,106,38.38814834048506,113.00294391983998,93,9.605045250353793,130.08159785415677,107,5.8514043490736345,12.80906065813227,4,3.4579163662507817,2
34,108,1,0,0,6,133.31336587140873,119,22.6622912922415,217.65206495485774,65,18.497859690756417,128.88512429861208,95,5.804160744420541,12.292362359195003,3,3.319598138948647,4
36,65,0,0,0,1,56.223082710772815,75,9.56166531852033,240.64349993402172,92,20.45193036247179,215.1865766255908,91,9.685188954302747,13.317202460464127,4,3.597748161249734,1
36,102,2,0,0,0,277.3603350528742,78,47.15034315192129,184.7110419568612,79,15.702309276934187,217.03272091822905,120,9.76729712836355,7.812636230761296,4,2.1090209870170984,0
33,134,2,0,0,9,131.02000906871143,103,22.27619508909291,171.96708071704862,111,14.62096637675312,57.98063215955353,74,2.6061284471799087,6.545158039888382,7,1.7641926707698632,4
30,126,1,0,0,0,246.9730842123111,93,41.988584638136146,267.44187451447925,92,22.730219655774,171.47420729251533,109,7.71991948918482,12.336139552079645,3,3.3320375717137507,2
13,79,0,0,0,0,282.51203841985665,109,48.02571284589974,254.30137335599025,124,21.617339016171822,139.405068425012,96,6.272756062319812,11.433579833126455,6,3.0861774312935464,0
41,78,0,0,0,0,72.8330097590996,125,12.38636014777163,168.34859085221544,126,14.311504466800661,211.9952320040457,87,9.537965091092985,8.285627927125612,2,2.236047679959543,2
7,107,0,0,0,0,252.06006999815648,91,42.849358066993936,207.44848442247422,91,17.631194259563976,249.56274413325048,70,11.234848442247424,12.395722789684646,2,3.344064404175861,1
12,106,0,0,0,0,278.26629115881985,95,47.30862840257466,290.7471208936946,98,24.70975321945954,267.1767167258671,124,12.022383761956165,6.868490707851642,3,1.8584924911199434,1
9,109,0,0,0,0,257.3281157039119,87,43.74861967781318,261.47601140742796,116,22.22660093703872,197.78802607412098,82,8.901801181483608,10.626001222224422,3,2.873600325926512,2
32,104,1,0,0,0,211.01043046324705,90,35.868792552517476,272.33367898182536,101,23.151333652806933,303.7681901375209,86,13.66607339962981,10.61453032411145,4,2.8639716219237967,2
33,101,1,0,0,0,267.3124987999869,97,45.44255661636143,202.8085284546081,150,17.242159581823554,248.4198805272089,66,11.178181556360773,10.959092218196137,6,2.957670809094787,1
40,75,1,0,1,30,122.02771897387373,116,20.742249910869624,250.60272828087338,108,21.29886632520201,196.8000623093057,74,8.8587716465743,10.639703502255735,3,2.876106889675778,4
20,134,1,0,0,0,296.4535602397579,138,50.39705199679402,223.9620589608188,102,19.04034905995099,230.0442519743982,108,10.349284180654463,12.628455779385888,4,3.4070557681879734,2
26,78,0,0,1,39,105.53671437259854,111,17.937459827862554,240.82055958063455,88,20.474356756614338,205.90222972883961,100,9.267008415193764,12.118384520803602,3,3.268963820616972,0
28,69,1,0,0,0,281.852702051856,121,47.91446900091194,156.6156369313354,100,13.309015432651455,256.4921815343323,80,11.541177609276877,9.011776092768761,8,2.4298069580716697,0
8,65,1,0,0,0,157.83123769657422,102,26.83130190185253,229.62818996190737,71,19.517776463365305,195.93863443425604,116,8.820862486220888,11.120534053329688,5,3.0012878144752015,1
27,85,1,0,0,9,182.3532454161909,89,30.99926085552224,193.95306529371175,120,16.489963975504168,292.9096751372243,118,13.179086523021319,10.541826953957367,3,2.8465024123382756,1
26,116,1,0,0,0,117.30281937526249,91,19.937479293794624,222.49253743773625,78,18.91545540027005,195.91362536530028,142,8.81606435201344,12.94512105749265,7,3.49445970049811,2
19,128,0,0,0,0,94.49438250974272,87,16.06174367170352,127.43232118652293,104,10.833096623378077,143.08498667485406,93,6.4431075078763085,12.91918702835471,2,3.4874453577187823,3
23,152,0,0,0,19,237.59261057119176,120,40.39570625227644,253.3399282781459,94,21.534868873758292,265.3201434437082,80,11.935443999793028,14.168712644867648,2,3.821552414114265,8
38,212,1,0,0,0,222.2497264781632,125,37.78257727269111,302.68773181807336,84,25.727240604580352,182.98230820839768,129,8.230451412184618,12.358645763446146,3,3.335020013235501,1
2,118,1,0,0,0,86.94925844145467,92,14.777909302988476,125.47641185281321,131,10.665727323518531,142.1536794118165,84,6.400915573531743,13.077809470599632,2,3.5312207647089906,5
32,72,1,0,0,0,272.4657121940976,117,46.31730321628949,172.61232789951052,111,14.672161265513857,261.2587516776509,80,11.758125076256858,7.558392225300321,8,2.0384641157704313,0
28,68,1,0,0,0,275.5139482668097,120,46.83486829946873,163.18184754955752,111,13.86882405051786,258.813812327663,75,11.64699146943923,8.479213538932097,9,2.286133296678288,0
42,71,1,0,0,0,221.87772837638042,93,37.7228179280258,220.5208208082256,99,18.743401734018803,275.769202292362,87,12.41137803379554,10.68269942690949,5,2.88293294930669,1
21,161,1,0,0,0,100.23832666117042,98,17.04502871548273,158.76526713833852,103,13.495330664468167,229.65227549113325,104,10.332674904061658,11.310546467005423,3,3.0529002784264914,3
40,111,0,1,0,0,162.80270705805967,86,27.67887685693685,177.16943900446614,89,15.060832853335247,244.4026955381056,135,10.99638520890356,14.60556387552239,6,3.946113351102182,2
35,102,0,0,0,0,86.39153775552434,116,14.687095437841323,264.1167527531522,79,22.451097797599463,170.2584334032566,92,7.657455689565016,13.043339014142797,10,3.526049160981616,4
15,151,1,0,0,0,151.24069589541935,114,25.711381276985655,201.86612923885852,115,17.156210489508915,130.46239485151386,100,5.869755289347822,9.55154537346661,4,2.5790437802775608,1
24,35,1,0,0,0,276.7225778312133,108,47.0451848847139,232.7352650493654,84,19.78416086584415,231.11268721815216,66,10.395734261464936,11.014335653662341,3,2.9710339631369207,1
29,121,1,1,0,6,169.8766230420121,104,28.88047344329471,314.52336685669997,96,26.73120796479769,176.5213857585654,110,7.939960378037308,13.19029766978458,2,3.5592674987546062,3
13,42,1,0,0,0,256.7568035124698,82,43.646291706279605,219.0487161846786,86,18.62027598485742,228.86134492057758,78,10.295601744136057,15.148716184678591,3,4.092248042384003,1
23,49,1,0,0,0,88.67754797999199,119,15.075404991396407,210.12218347977702,112,17.862218347977706,214.74951704787787,77,9.664506432356733,10.418079437473134,3,2.8113626713162594,4
3,32,0,0,0,2,261.9262750658374,74,44.532116396002735,120.99635120160801,77,10.280365034731492,165.55547164866508,125,7.453795493810681,14.160583528936591,5,3.8274451441102855,1
41,149,1,0,0,0,176.23847915215282,99,29.957721288355696,170.71849240747463,111,14.507571854635344,148.70789949383163,100,6.694495812242986,13.269494155327758,3,3.586134008224476,4
35,118,0,0,0,0,111.26075526289249,107,18.914328394691722,169.52852400589808,106,14.408987412285125,157.02514871351516,68,7.0693249415234165,9.103375292382916,5,2.454877576019558,2
25,115,1,0,0,0,232.8741844452208,72,39.59051023731161,295.88429628281267,76,25.146519098354798,275.9343195099728,104,12.416519098354797,10.158434273713292,1,2.742080609030346,0
38,147,1,1,0,0,228.3004067366815,99,38.810431032058766,185.9459203449046,87,15.805914885474307,135.39295171124778,127,6.088869598496312,9.787937105903078,1,2.640116561574154,0
7,117,1,0,0,20,111.37239602990535,94,18.931605938815977,268.7868115837638,95,22.848229677753885,227.08481174702388,117,10.219184152273382,9.718316791272255,5,2.6253821672260536,5
20,31,1,0,0,0,98.86630967802719,86,16.80583213720016,150.8220596763448,77,12.820053548295922,273.81016128923716,77,12.326457258015672,9.929244757931553,2,2.6807353225448263,3
29,109,1,0,0,0,99.55246703645582,81,16.92225139449173,136.6839368867973,84,11.615794626848961,236.46039198291749,84,10.639719641789931,8.133199829423775,3,2.196639965884755,5
29,59,1,0,0,0,120.49642073038154,78,20.48405432043907,117.95007193730541,102,10.029075901630694,245.40464447094834,91,11.046860186289514,8.524383472478753,2,2.3032463338434734,1
28,111,2,0,0,24,134.38188855114245,93,22.84717978593125,169.97412677629669,91,14.44741267762967,191.83635190814292,71,8.634230273036815,14.250711480005425,3,3.8455627334829483,2
22,58,1,0,0,0,140.5510617898635,107,23.89316233041168,117.10921815821958,116,9.955283543448664,247.83820885862164,122,11.154683050907753,12.169991251622404,3,3.2878612902078266,4
17,121,1,0,0,0,152.75929075916426,75,25.97171707520905,200.23006860945353,108,17.019326891807086,163.87726737498417,80,7.374748091877825,9.809270461157567,2,2.648230553742768,4
29,138,0,0,0,21,170.5327267163155,78,28.994047932959237,207.33917741776602,103,17.62547862321652,137.36144410930658,93,6.1829915716971975,12.613996139036518,10,3.4071696958390656,1
17,123,1,0,0,0,130.84230278864905,87,22.241947224057636,139.5152250216014,97,11.861947224057635,258.21363056840346,110,11.624460278356638,10.254691674714246,3,2.7684605577298145,3
27,108,1,0,0,0,282.9216308218727,90,48.094124477350334,211.09500113859215,91,17.944273576908618,219.36082984900222,108,9.867790105573134,9.964834713354843,6,2.691058134973841,2
17,73,0,1,1,30,200.84138804620727,112,34.14608971310156,174.56263223615545,96,14.840850612696373,204.23787558100517,84,9.190812526409326,11.467245035046629,7,3.1007236584062166,0
16,94,1,0,0,0,176.4675019884131,73,29.997058161294746,197.59015864963928,72,16.793433425932246,132.98590288905226,80,5.9872398649041285,9.562576510322316,3,2.586687069419284,4
26,149,0,0,0,0,128.5956266179465,89,21.857552917057777,175.02809855606895,108,14.882036573269296,210.30180892994284,115,9.461933205843991,11.044071173186394,5,2.9787883927809524,4
12,100,0,0,0,0,134.47799659228644,107,22.862170223359666,209.4525284825562,102,17.80008930232049,206.38651825941554,97,9.283151498970456,8.978394658060374,2,2.4281665576763007,6
30,106,1,0,0,0,305.98831211388705,89,52.02046564452043,154.28448904227835,117,13.11918156859366,258.6404805867096,94,11.64055870060383,9.712496962898795,5,2.6230164245038137,0
21,160,1,0,0,8,152.95665118661083,114,26.00656632323185,210.04892388122914,66,17.856094151412485,180.39485160698317,107,8.116437849199253,11.57424860320299,3,3.125579312110804,3
23,104,0,0,0,8,126.57676005955899,92,21.516356092605392,250.98834059031225,116,21.33378142025507,217.44048558082554,84,9.787222660438525,11.854494015706477,6,3.1990202667211154,4
11,76,0,0,0,0,107.83003050186478,126,18.32969746954635,226.66164369017412,130,19.267404992696807,251.74038408327092,116,11.328948146829852,9.143796881603027,3,2.467602010720822,2
26,111,0,0,0,0,293.8587106231304,93,49.95685524035353,289.7280555488747,74,24.62563359049707,256.7473990503854,118,11.549321305635297,11.126470504456854,3,3.007895905046076,0
36,79,1,0,0,27,143.8907337806727,100,24.46073956288307,213.60461865413768,103,18.15819352089695,109.91894226417494,116,4.946109344324604,14.255100757287812,3,3.847363319594244,4
15,68,2,0,0,0,256.37412919401953,125,43.581465180209186,251.185245852662,119,21.348591184366615,276.46296111378587,100,12.436746928397776,8.226690563821968,5,2.2187243825674527,2
31,134,1,0,0,0,121.98090076136867,99,20.740583452169297,150.7064547324447,102,12.811548652257802,233.52055034460906,86,10.509132346191564,12.050903179013329,2,3.253574181070221,3
23,150,1,0,0,25,230.78588313551285,89,39.23193766550307,198.76594813075346,122,16.896242863852855,198.82645453506805,74,8.947884415106307,6.818636369406634,2,1.8427194820692103,0
34,152,0,0,0,0,276.8159252333439,104,47.05810158725047,193.0437424704067,87,16.412520961193565,282.16032665793074,101,12.701116125211382,9.06317786692628,2,2.445438065607126,2
31,100,1,0,0,0,297.6350276612462,69,50.59543382184569,141.5582388676558,105,12.031450303750741,360.9662838981008,95,16.243085154801186,10.076740047181008,4,2.717952412267062,2
8,99,1,0,0,0,302.44875206780466,93,51.416287851526796,176.23753021723456,89,14.984166101163538,135.71769371023558,102,6.103487955371801,10.4,4,2.81,0
36,128,1,0,0,0,278.2971334683983,92,47.31285750723546,270.74137232542233,135,23.01068905646477,116.0583672367527,88,5.223092072830633,13.924088038730847,2,3.755503770457329,0
35,131,1,0,0,0,255.6708060049554,73,43.46702508797997,261.5542530061973,107,22.230262261710166,194.50063816108963,112,8.75038989392809,9.411932862453684,1,2.5432218728624942,3
41,99,1,0,0,11,27.198718162800695,28,4.622534440053972,162.62554548370605,123,13.8257677625401,166.9752352377853,85,7.513761761889266,8.078838812700491,2,2.1831030960903757,4
25,92,1,0,0,0,159.44617361022324,118,27.1056052907061,332.193385712116,89,28.23392623159356,279.9040064942197,112,12.596107682545624,5.8075895770712895,2,1.5661712973251725,2
24,163,0,0,1,31,195.366705720998,121,33.208895658306325,126.16661199060277,114,10.721106684953558,218.4771867555633,90,9.835528738248026,9.222274294664025,5,2.490014059559287,5
38,69,2,1,0,21,274.4207282133668,95,46.656171901306884,251.7460936623104,98,21.399242013813648,167.3706118066089,96,7.52797374136647,8.270378993093175,4,2.2311136979279524,1
12,123,0,1,1,20,221.8627242846603,91,37.71878895470415,163.68458429941623,107,13.912252106428102,217.08911721044524,99,9.772573187625989,12.413621423301446,2,3.3503021940686004,0
13,84,1,0,0,0,227.72247156063645,89,38.71002964479792,274.07079972498326,105,23.30012271636844,200.1850189595757,106,9.005535332670636,13.73440537773352,3,3.7070799724983217,2
39,119,0,0,0,0,263.3031423842847,101,44.764675312922414,255.06070254098222,70,21.678647469141637,232.95223731678288,89,10.483562340646262,10.042332278206406,1,2.711288607521708,1
39,117,1,0,0,11,256.60588874301914,100,43.620364339947876,216.29116424358412,91,18.382748960704653,248.05315487246648,130,11.162664760321887,14.127208939103967,6,3.8136185029491108,0
17,74,1,0,0,0,288.64718033678776,106,49.07223184034587,257.6801773459637,93,21.900998299768982,263.91243096666454,126,11.877453801953926,9.645956352300448,4,2.6075138066670975,2
9,164,2,0,0,0,50.603386655598264,89,8.603711615382544,265.19265626322886,94,22.537489018983486,235.1003517840512,96,10.575923482074822,13.122999105857767,3,3.5396174103741154,0
24,80,1,0,0,0,314.6629481018194,91,53.49404479144991,132.05282587520315,102,11.221802971111039,217.42297592931732,83,9.784144039045895,9.359035351538083,2,2.530221474212206,4
39,84,0,0,0,0,157.3300135057258,127,26.748426534304983,210.4094407941701,118,17.884732162837096,184.47900885757483,106,8.298520246257187,13.4296953326393,7,3.6310177398126107,1
6,125,0,1,0,1,190.1544242453592,115,32.325580216451904,160.69179763147883,110,13.659179763147886,260.10893416548384,111,11.704312155872827,9.928094740845882,2,2.6785855800283884,0
29,126,0,0,0,0,323.54181835299005,106,55.001074180761904,142.4909507833527,90,12.115468772236934,207.67686634209318,89,9.3434939246406,12.716145808625628,7,3.4372894898361075,1
5,121,0,0,0,0,167.4490321285287,93,28.46728424391693,93.64263591509227,120,7.9551855143023875,241.21702694861563,115,10.856209872961454,13.352879501682938,1,3.607297952627575,3
21,119,1,0,0,21,171.07026830728682,119,29.084975633570913,223.66604693072796,132,19.015403839786835,149.85589760568445,94,6.743395306927204,13.788921071048435,19,3.719978667850928,1
47,111,0,0,0,0,280.1772833070041,106,47.631026464419335,246.5667169518301,91,20.96222641265251,255.51094349389967,100,11.499992457225485,10.3,1,2.78,2
24,60,0,0,0,0,254.2814056018191,75,43.22631585718621,221.72090014497152,85,18.847505726711844,186.22344249126235,100,8.378279507471463,11.862471366440777,2,3.2033256977175406,2
31,76,0,0,0,0,267.82039889149667,119,45.52988141081543,295.11253658041767,142,25.0892137688921,168.05552133020402,136,7.5669120591201775,6.26912059120178,1,1.6966625596244806,1
17,128,0,0,0,0,267.65604561548935,113,45.50286587819007,181.90151962643972,102,15.459467291804255,198.9348282364539,96,8.953989925086525,17.55612817486525,5,4.738816483656738,1
26,132,0,0,0,0,153.53853754807764,92,26.10031040820525,189.94458498076895,109,16.148530698333307,222.2279604749996,113,10.00019314891024,10.129386033333834,4,2.736045059038597,4
8,70,2,0,0,0,156.8122246606788,124,26.659031488810538,196.7789152983016,125,16.728873665922382,150.01723942208793,103,6.754203315436919,9.833653773300872,3,2.658179925800945,4
18,51,1,0,0,0,150.77196508391424,110,25.63124822911354,125.62663756992853,118,10.679264193443926,249.64816048360981,119,11.237195551458683,11.584418667067412,3,3.1308213698044427,4
41,115,2,1,0,0,250.40693737562586,85,42.566903550107284,246.1209812544704,101,20.917783406629983,139.60592261006892,117,6.283231830574972,13.344670122585992,4,3.601336736847324,1
38,125,0,0,0,0,113.13787663765672,107,19.233424202956733,168.45279757657,106,14.316547095788088,156.47101862928886,61,7.044218076485363,9.266714502091963,4,2.498087042789377,2
36,52,0,1,0,0,237.42880869650114,88,40.3650415218877,211.15034727746186,111,17.95023554304317,173.90145705126258,88,7.823753586330413,15.043213044751703,5,4.059203532953586,2
17,72,1,0,0,0,287.62969755836326,116,48.89491730791804,166.74590975315868,106,14.173877221003618,262.6335717754641,71,11.81627328390332,10.285903745353043,7,2.775365818736028,0
32,77,0,0,1,36,117.79865084274715,117,20.02221708518881,239.9608237587317,93,20.39804492603962,205.2857676871862,88,9.24035954592338,11.721423231281381,2,3.165355807820345,1
11,117,0,0,0,0,279.8444878126487,108,47.57203801645844,218.5157510588733,64,18.57195761208127,194.0718418844385,91,8.73668595460713,11.908228762092723,1,3.2158405378420767,3
17,76,0,0,0,0,310.8622417086243,119,52.84591182088296,136.56118453983547,97,11.609035320677595,211.27540243911727,71,9.505560427156068,9.429168666940495,2,2.5488677313244468,1
24,89,1,0,0,0,155.83457290934422,75,26.492376683662684,177.54751175957165,95,15.089786722248999,233.18649240910324,141,10.494395713038829,11.757038165783044,4,3.1768981719839124,2
25,53,0,0,0,0,216.81678901928498,92,36.86120927205563,326.455138777185,93,27.748411102174803,210.6364139187515,89,9.480652654903523,10.384111021748016,5,2.804579143208854,1
21,97,1,0,0,0,120.59291404915592,96,20.50470125837885,170.36242661649698,101,14.477770963660621,194.44828091732865,63,8.745766771257447,11.71644654357003,3,3.1605817617303926,4
41,69,2,1,0,14,276.2341302296562,93,46.964231761905445,250.71922746031515,95,21.31184914555874,168.59411196217766,103,7.582594284025789,8.314075427220631,6,2.2442226281661894,1
22,109,0,0,0,0,288.8980880176717,98,49.11255921069989,290.1369907828244,80,24.66064421654007,258.76109723484734,112,11.641423004024569,10.827893807607348,4,2.9255787615214697,1
31,50,0,0,0,0,230.98972723699754,116,39.2668995025158,134.56968989983062,121,11.439842356482007,224.83610765205108,120,10.11407695490065,10.164587222621554,2,2.7467926778816043,8
22,39,1,0,0,0,278.7905209028364,109,47.39679127440534,234.56698370274486,82,19.939594068220504,229.63213138979876,60,10.329095232310157,11.487324425571774,3,3.0992744204940403,1
32,122,0,0,0,0,290.7776548406973,128,49.432201322918544,243.0227877327923,94,20.65671461212804,231.81276866245867,102,10.42857458981064,13.201596082807335,4,3.5644469031860533,0
21,61,1,0,0,0,254.6166861828245,116,43.28531305053302,215.0257948020502,122,18.275883556806384,249.46838303826902,73,11.226959233986344,11.00087770195903,2,2.9683313817175487,1
7,117,1,0,0,0,143.99130616443284,84,24.478789968538564,195.06406687526044,99,16.583297387636662,155.48843887083572,76,7.000331452427131,9.477508881897458,2,2.55818098222931,5
7,98,0,0,0,0,248.54367849542365,79,42.25136724433956,256.0841412459773,105,21.767710105790528,233.31585875402268,117,10.497887943578386,9.267874559206142,6,2.5039713806917954,1
20,154,1,0,0,0,217.86884557770915,100,37.04019598052574,143.4826721911484,92,12.196034903932432,132.1802939707886,122,5.946320506418991,14.315535369635183,3,3.8641945498014993,1
22,27,0,0,0,0,127.02374516597422,52,21.594841669235176,126.8140466982808,105,10.777754041197376,257.1147934499119,111,11.569140750148225,8.358502694131586,2,2.2556007184350895,5
24,32,1,0,0,0,271.77609405842827,103,46.203544362180324,228.933117074762,86,19.461162858292887,232.25702301633376,73,10.447413942673139,11.143534856682844,3,3.0061023182424864,1
40,17,2,0,0,0,232.5356806244264,80,39.529503867439715,200.92404196921677,101,17.07470080931427,170.16535964941176,94,7.657455321327267,11.785862896262593,2,3.1850875787728303,0
19,153,1,0,0,0,150.7671973819224,119,25.633963799713033,213.19902499626969,73,18.124500051764702,174.47573384103288,99,7.851512291076034,12.041707291822096,2,3.250426822955524,3
5,135,1,1,0,0,199.50417619740392,93,33.915107483727965,142.29435316156997,101,12.093731132971612,265.94666291420134,105,11.965407240631171,10.713084474030326,1,2.892122928665374,0
14,119,0,0,0,0,245.9858959864819,91,41.817183787779555,227.53058164837176,82,19.342355259402858,242.13231260206268,86,10.897895874180225,10.21629401552662,3,2.759306275532035,3
41,78,1,0,0,0,71.60981285740971,123,12.178302142901618,166.4705614277709,124,14.151936714217518,213.30820000415105,85,9.596869000186798,8.293899285699462,2,2.238169785709838,3
38,59,0,0,0,0,287.05280710460255,119,48.80026503908128,237.52011987358694,101,20.191271032760632,240.08330034256235,135,10.80311200931186,13.447192895397453,6,3.6344542504584605,0
32,137,0,0,0,0,65.50807362000532,116,11.135025415528352,80.90547502854933,86,6.873651920320249,175.61160050978876,98,7.907522022940494,8.554431497757045,6,2.306069590181515,4
18,34,1,0,0,0,293.49740970091943,89,49.89563200283455,271.97543583273784,71,23.115502487880523,178.71371111552565,76,8.043153177037777,10.971058528702779,9,2.9620410953932645,2
2,49,0,1,0,27,173.7526325929398,116,29.53508262094599,227.796972862732,116,19.36754007311288,205.72378543301247,111,9.259435264339334,14.964919853774239,3,4.043528360519045,2
26,67,2,0,0,0,239.86683754116856,84,40.7772106065888,275.7832201636653,93,23.439301377026325,193.3883732787171,129,8.703659786886599,12.027663114776654,8,3.2507101639404405,0
27,116,1,1,0,0,256.50094127663385,69,43.604491287172756,254.48762087005113,101,21.628947773954348,117.0853428016354,108,5.265892542981941,10.153973777839868,1,2.738462496635095,2
33,74,1,0,0,0,281.4290302144003,115,47.847766921298486,220.48314585184485,49,18.739903827705955,170.03364302991412,114,7.651682151495707,9.512143433047084,4,2.5702787269227128,1
10,156,1,1,0,0,117.07145831942137,150,19.9063820852624,136.68160866851403,78,11.617085480382546,230.0617138461015,101,10.354542952113801,14.61648196478662,3,3.945386814335448,1
44,169,1,0,0,0,285.64649125564057,44,48.56091972822991,167.61890832079874,143,14.250107207267893,259.8048822554166,96,11.691244023650274,8.692973599225528,4,2.348108276714566,1
43,168,0,0,0,0,266.7122510657047,104,45.342086719982674,158.24213828094042,88,13.453581080744458,287.61410791297124,110,12.946136202354662,13.791383865877993,3,3.7276709512451447,2
27,128,0,0,0,0,245.9934107770243,89,41.81987983209413,262.89666675965583,83,22.347972876110322,183.69709307191295,84,8.264978684387145,9.305988383446353,3,2.514482561221153,0
30,111,0,0,0,0,304.31320925997824,59,51.7312455741963,158.96225601510346,101,13.514716296008714,191.29733999223527,110,8.609093508910567,12.113209259978216,1,3.272566500194118,1
28,76,1,0,0,0,273.0474980866652,97,46.419019516306626,236.11869202508058,94,20.066098015202922,235.38416730444493,105,10.594668018776037,7.815832695555063,2,2.1112564416577153,0
24,149,0,0,0,0,133.9109140541228,89,22.76131945589028,178.83431384948227,108,15.205648710550694,213.47086042974513,113,9.60445668599383,10.390139911322432,5,2.80272997612527,4
32,40,1,0,0,0,231.76975900496043,75,39.403631278432904,324.09366818308814,89,27.544917300383233,227.42239726200705,119,10.231564814892911,10.746267122998823,2,2.8984351851070893,2
38,85,0,0,0,0,100.99559490903631,94,17.17263203666166,325.1985912994296,108,27.640056440876617,183.52128205679975,75,8.259252970855599,8.644785022275592,1,2.330768136439507,1
43,32,2,0,0,0,226.90994677882836,103,38.5750463896871,275.04549050745686,98,23.380994677882835,255.27168083029537,104,11.485895067024076,8.776060846671216,3,2.3658752879227993,2
30,71,1,0,0,0,269.3007065610231,67,45.78185893860826,257.1315775682634,125,21.860531857949255,178.03251546941294,87,8.007289313800149,12.93896454654241,5,3.4938681922133186,0
9,130,1,0,0,0,196.54459948167417,73,33.41658191188461,134.57791627989596,110,11.437748423842988,170.89745735653824,89,7.691257880785058,11.552808269529436,3,3.118266873602269,3
17,125,1,0,0,7,149.79041396534146,119,25.46802079935687,225.0309355474125,118,19.1270765447883,146.87795880564545,94,6.60690644525875,11.493426579351702,10,3.0995747511761356,1
2,167,1,0,0,0,251.88500961430336,116,42.821451634431575,175.31514243487388,79,14.90480076914427,192.62193551257545,89,8.671850096143034,12.786337820008239,2,3.4513112114022246,1
42,44,1,1,0,0,187.56247619326595,98,31.883498945441634,173.07868377341885,71,14.708347191169583,222.5368326197383,101,10.014401482715378,13.399769604334756,6,3.615791845065422,0
31,94,1,0,0,0,271.40211527230974,86,46.1396582130071,201.35891066819752,80,17.118462248296247,210.34784438372,101,9.46680230562462,5.963221900757519,11,1.614174063061209,2
3,67,1,0,0,0,156.56376246654852,130,26.61561273767904,196.68790406647364,118,16.7216882436075,154.883493489833,97,6.9738601641826214,10.305429801437809,3,2.786671960668481,3
43,138,2,0,0,0,258.72565348570834,94,43.984358001789005,190.34327093974903,132,16.183678029878667,247.1990727655768,72,11.119969092185892,11.399690921858936,2,3.0799072765576807,1
28,158,0,0,0,21,176.19605913803062,136,29.953779696261755,215.1464163414813,128,18.288670210424186,214.02445257081217,104,9.628884532494599,9.208273799424886,6,2.48615118785047,1
